Name,Sequence Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Cupin_8,NZ_CP007014,WP_025389978.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP013183,WP_057406148.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP045799,WP_024638701.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP046904,WP_145878633.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP068034,WP_201420216.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP110808,WP_044312779.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP118615,WP_275030142.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_017030,WP_014393752.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP012670,WP_129349423.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP034669,WP_128794826.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP054918,WP_254878774.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP114039,WP_206799684.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP012831,WP_060742637.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP014262,WP_024780237.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP035088,WP_135845734.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP046874,WP_047700987.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP072913,WP_210644673.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087184,WP_258624838.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087202,WP_010446076.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087203,WP_265067543.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087204,WP_265028381.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP102175,WP_265068024.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP102176,WP_265086150.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP119133,WP_234379262.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LT629777,WP_090208450.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LT629972,WP_019362488.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LT707064,WP_076406911.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP007410,WP_025213920.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEVR010000001,WP_164467636.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWJ010000004,WP_186024658.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP065596,WP_186059198.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MOBR01000009,WP_123597958.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_010622,WP_012401074.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087205,WP_236708572.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018265,WP_096560966.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018288,WP_096559395.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992890,WP_017307794.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018174,WP_096576682.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP021983,WP_080813639.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP022129,WP_232463731.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP030118,WP_169263542.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_PGFZ01000004,WP_249028021.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP040281,WP_179073362.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP046904,WP_158206636.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACHCF010000008,WP_183868370.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACHCG010000003,WP_183891570.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB889965,WP_020565852.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP022583,WP_083089918.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP017104,WP_083635873.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP040094,WP_174708988.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP046703,WP_209271494.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP015588,WP_076688225.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP044205,WP_228124971.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP045701,WP_226920904.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_PVTF01000005,WP_170155908.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP009435,WP_015875908.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP024087,WP_200767166.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP025147,WP_126610310.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_BFAQ01000009,WP_104399029.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP063199,WP_004406841.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LK391965,WP_022606436.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LK391967,WP_022550846.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_PIZL01000021,WP_101113730.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP053542,WP_053308777.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CH672432,WP_009834757.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP032157,WP_119049522.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP041743,WP_170275684.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP089981,WP_233765781.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JSEN01000002,WP_063337222.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP089981,WP_233765778.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_012997,WP_015818150.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AUGB01000003,WP_028885285.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992890,WP_017307792.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB900630,WP_018274356.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB906805,WP_019605327.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP032157,WP_119049515.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP088156,WP_231322458.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_MKJT01000007,WP_070983141.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP053590,WP_176027160.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP116477,WP_271875939.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CAMAPC010000003,WP_261625877.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP021425,WP_087461905.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP071065,WP_206268247.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KE386496,WP_198017213.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KQ976354,WP_017742677.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP059734,WP_053046655.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_021658,WP_080682627.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP012672,WP_129580283.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP026681,WP_104898777.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP074570,WP_232360698.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP087135,WP_229941639.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_SNXB01000010,WP_133526527.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_BMJC01000005,WP_188936184.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_008095,WP_225909353.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_014313,WP_013215366.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018268,WP_096562227.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP017171,WP_237078591.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP068048,WP_225887819.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992890,WP_017307791.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_018721,WP_015023866.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018222,WP_096539284.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP025096,WP_100992952.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP041360,WP_142775897.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP046052,WP_136497567.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP059732,WP_182460108.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP084288,WP_033535657.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB893257,WP_018620266.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AZUO01000002,WP_024881758.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_BMXA01000004,WP_229794283.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP089538,WP_232560526.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAAIKD010000001,WP_164003643.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAIQYZ010000001,WP_224453070.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JALPRF010000010,WP_248480410.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB905342,WP_019037271.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP022332,WP_161913557.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEQM010000003,WP_105787939.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADFEZ010000026,WP_059476152.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP009434,WP_012733785.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP013732,WP_059241812.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP033667,WP_257814073.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP045031,WP_071266406.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP045088,WP_153478789.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP045996,WP_204384660.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP047316,WP_017922822.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP052133,WP_124837155.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP071054,WP_050016058.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP086306,WP_175797729.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP101526,WP_256087433.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_FR989685,WP_216090197.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KQ976354,WP_017742676.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_008095,WP_011554410.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AUAX01000002,WP_051366068.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AUBG01000010,WP_026450840.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP020104,WP_080059289.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP040710,WP_138853824.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP068439,WP_202337772.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP089211,WP_233029116.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_HG322949,WP_242404462.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAHLJF010000001,WP_142862350.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KB893184,WP_020597428.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_REFC01000011,WP_121905755.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_006350,WP_004521521.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_015381,WP_013697623.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_021884,WP_004192781.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEQP010000003,WP_096749252.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWA010000021,WP_098181076.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWE010000001,WP_036031924.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWM010000002,WP_186060914.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWN010000001,WP_186059582.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWR010000018,WP_105849919.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEWT010000005,WP_025100036.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CADEXX010000023,WP_186150123.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CM011864,WP_038746640.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP008727,WP_025989803.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP013387,WP_059472025.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP013388,WP_066491173.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP026681,WP_094331922.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP031965,WP_118504620.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP052909,WP_186991998.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP063203,WP_223109126.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP071065,WP_206268246.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP071065,WP_206268248.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_FNAO01000001,WP_091864925.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACGLT010000012,WP_182206172.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JALNMI010000001,WP_248023290.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KE383968,WP_027127682.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KN150860,WP_038752921.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KN150939,WP_009920363.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KN150964,WP_038781173.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_KN323027,WP_038738110.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_QLLQ01000003,WP_066430939.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_QODE01000008,WP_165651049.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_SOBW01000007,WP_133756909.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_015844,WP_013993410.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_018013,WP_014781671.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018178,WP_096604109.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018222,WP_096534118.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP018299,WP_096679478.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP025018,WP_224178277.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP010429,WP_046577108.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP011382,WP_035152720.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP023278,WP_103135966.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP030118,WP_171976789.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP032050,WP_121850351.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP040272,WP_179064947.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP119758,WP_276168304.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_FQYU01000001,WP_072988770.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JABGNA010000005,WP_172335620.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JADDXQ010000009,WP_194552040.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JADDXT010000002,WP_194525028.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAHKPY010000012,WP_215940624.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JAHKQG010000011,WP_215913168.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992890,WP_017307801.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JH992893,WP_017308729.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_NKCO01000022,WP_202931595.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_SWMU01000001,WP_138931016.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NC_014230,WP_013186529.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_AP014548,WP_041495419.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP052909,WP_186992277.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP091522,WP_244742602.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_DELP01000001,WP_272972785.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_FNCZ01000012,WP_092470910.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_FNGV01000008,WP_089891433.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JABGNA010000005,WP_172335619.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LDAS01000001,WP_047246598.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LT627735,WP_090755599.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_LT906434,WP_085363768.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_BMGL01000007,WP_188406053.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_BMGM01000005,WP_188458400.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP022957,WP_094996460.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP025938,WP_102995358.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP064295,WP_228852844.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP068547,WP_067145305.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JABBGC010000001,WP_169224883.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_JACNMF010000001,WP_186558215.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_PTJF01000002,WP_090625229.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_QNRP01000001,WP_113965706.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_SMFQ01000005,WP_131907376.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_VUOE01000001,WP_154917448.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP011373,WP_060523442.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP019510,WP_077406668.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
Cupin_8,NZ_CP022515,WP_093978722.1,PFAM,PF13621,IPR041667,Cupin_8,DOMAIN,Cupin_8
